longitude,latitude,housing_median_age,total_rooms,population,households,median_income,median_house_value,x1,x2,x3,is_train
-121.83,37.37,43.0,1461.0,800.0,258.0,3.2279,182400.0,-0.5465454388929736,-0.20627016805223355,-0.7387002842624395,True
-117.74,33.61,17.0,2116.0,662.0,443.0,3.5625,180800.0,0.4323748122441556,0.02388329535938252,0.3932445362399791,True
-118.14,34.08,24.0,3988.0,2909.0,1034.0,2.7036,170000.0,0.14462693794159112,-0.1305651640494071,-0.05858583735460696,True
-118.09,33.81,36.0,1371.0,666.0,257.0,5.0795,243300.0,0.2232614307087705,-0.008406814201747485,0.1745977197298208,True
-117.74,33.97,4.0,9755.0,4662.0,1583.0,5.6501,254900.0,0.4615620444386632,-0.20843660552655946,0.0987884098306778,True
-117.7,33.64,15.0,5743.0,2380.0,773.0,8.1926,326600.0,0.4582954992039182,-0.0031230920169759346,0.3777964810999616,True
-118.27,34.06,30.0,1771.0,2188.0,764.0,1.5885,154200.0,0.048490414047441546,-0.06524940704480911,-0.04910873053748576,True
-117.95,33.84,34.0,1229.0,1035.0,218.0,3.5455,180000.0,0.3136629192758026,-0.069083394604464,0.166705183550991,True
-118.05,33.96,37.0,2622.0,2778.0,644.0,2.9714,160300.0,0.23189428806065657,-0.10289192124930625,0.052142399124911906,True
-118.11,33.79,36.0,2223.0,1039.0,370.0,5.7942,257000.0,0.21295615382783592,0.008798510027493735,0.18961534933867735,True
-118.08,33.76,26.0,1967.0,692.0,538.0,1.6111,54300.0,0.235737982441758,0.015451876172863551,0.21773836653255463,True
-118.02,33.8,16.0,2956.0,1379.0,429.0,8.4952,359600.0,0.2700166313450699,-0.02506512544722288,0.19071908546622215,True
-118.1,33.84,36.0,1915.0,850.0,319.0,4.7222,225800.0,0.2126643455122477,-0.021128657239764388,0.14830598086283586,True
-118.26,33.8,41.0,2004.0,1658.0,456.0,3.1779,171100.0,0.11535524012493086,0.055150234810956905,0.17184912812326386,True
-117.09,32.99,18.0,3215.0,1618.0,509.0,4.6028,216800.0,0.2812028283992116,0.4556481861336555,0.8596803039154198,True
-118.0,33.81,33.0,2970.0,1869.0,539.0,4.3636,201800.0,0.28228828619883556,-0.036799265092146045,0.184848394267055,True
-118.09,34.11,45.0,1883.0,764.0,289.0,6.5078,414800.0,0.17885675170117232,-0.16656253212999217,-0.0794439869733974,True
-118.44,34.16,33.0,1616.0,580.0,311.0,4.0391,337500.0,-0.11005074036015945,-0.03082212937058705,-0.13404370541876542,True
-118.41,33.97,37.0,1629.0,668.0,266.0,6.1333,387200.0,-0.030081881394045676,0.03754735466386676,0.02644318323885073,True
-118.37,34.22,11.0,2127.0,1989.0,530.0,2.9028,174100.0,-0.07187740608884309,-0.09208681718261404,-0.18628597312614936,True
-118.2,33.94,45.0,1570.0,1321.0,300.0,3.7361,171800.0,0.12650171382438888,-0.03609709320616895,0.05593229858172287,True
-119.63,34.44,37.0,3188.0,984.0,376.0,9.4522,500001.0,-1.0924481308116878,0.6196913515609069,-0.06043541096203338,True
-117.96,34.08,39.0,1076.0,1242.0,332.0,2.2679,151800.0,0.2866100465850699,-0.20138291366014816,-0.037390382561731196,True
-118.47,34.03,31.0,2642.0,1303.0,625.0,3.5987,340500.0,-0.09166934815723911,0.03926045064990543,-0.022551714719253574,True
-118.01,33.85,29.0,3061.0,2396.0,640.0,4.6326,195200.0,0.27226212280874135,-0.05616470184709785,0.14991628861623743,True
-118.37,33.99,32.0,4018.0,1400.0,568.0,8.6718,439100.0,-0.007420824362923482,0.011027754318891253,0.008945536903252617,True
-118.29,33.93,31.0,3894.0,3590.0,962.0,2.0437,137200.0,0.0650852102848602,0.004655888238591493,0.06065050079379545,True
-118.38,33.84,25.0,5775.0,2637.0,1117.0,5.4968,379800.0,0.028370009783761942,0.0821221127990002,0.13634018196016984,True
-118.99,34.23,9.0,10618.0,4830.0,1606.0,6.6246,284200.0,-0.5491107563965939,0.24783812419505794,-0.11771116719202691,True
-118.26,34.07,40.0,680.0,995.0,249.0,2.2607,165600.0,0.053767054913499215,-0.07438853607041065,-0.057250304642701366,True
-119.01,34.23,11.0,5785.0,2760.0,985.0,4.6930000000000005,232200.0,-0.5631236220040704,0.26002667794427076,-0.11266857986017877,True
-118.37,34.24,40.0,1283.0,594.0,236.0,4.1121,229200.0,-0.07746488286696723,-0.10106398615947686,-0.20326274487256468,True
-117.81,33.88,19.0,2265.0,904.0,279.0,9.2327,461300.0,0.40919477206498583,-0.13325296988311,0.1582967527186781,True
-118.46,33.98,32.0,2388.0,1009.0,556.0,5.2121,466700.0,-0.06836116889307839,0.05571818896404219,0.0194636909600394,True
-121.99,37.33,33.0,2023.0,1016.0,405.0,3.9417,285800.0,-0.6996923461781969,-0.1272751269236508,-0.757982135998084,True
-118.64,34.22,16.0,4312.0,1902.0,574.0,8.4438,390000.0,-0.2858409418062442,0.04901571365867127,-0.171046828980785,True
-118.21,34.04,52.0,846.0,1153.0,281.0,2.1923,155000.0,0.09859895760791071,-0.08138861214679848,-0.02947935730405937,True
-118.17,33.98,41.0,756.0,873.0,212.0,2.7321,156000.0,0.1404924775344245,-0.06790019702916754,0.023956180688078234,True
-117.89,33.82,18.0,3197.0,1894.0,726.0,3.6761,140500.0,0.3546355948140681,-0.0747209322279797,0.19312836106241735,True
-121.83,37.21,14.0,2714.0,1259.0,375.0,7.7738,387500.0,-0.5870646628186115,-0.28280994085515443,-0.8775092012215898,True
-118.25,34.09,52.0,1866.0,1211.0,417.0,2.935,189400.0,0.056822899283113855,-0.08833689900850936,-0.07384259711647365,True
-117.76,33.98,3.0,9662.0,2497.0,856.0,6.7172,292400.0,0.4467375640010509,-0.2089799632587255,0.08568361107395617,True
-118.27,34.17,48.0,1560.0,825.0,269.0,5.5118,354700.0,0.022030048584723228,-0.11722459392655268,-0.1424891974692889,True
-117.13,33.15,16.0,3907.0,1759.0,663.0,3.1776,172600.0,0.4141772371146496,0.3357107008563571,0.8059630375355276,True
-123.03,38.79,16.0,4047.0,1998.0,673.0,3.375,171900.0,-0.23156938810955804,0.7008927344642238,0.7687057520996396,True
-118.4,34.41,22.0,4443.0,1573.0,496.0,10.0285,500001.0,-0.15082363407098487,-0.16142789559989343,-0.34725351475781163,True
-118.45,34.01,37.0,1328.0,626.0,228.0,5.8666,440100.0,-0.07085307298784953,0.03840270006693698,-0.0063741453410843096,True
-118.27,33.99,41.0,656.0,730.0,170.0,1.8047,101800.0,0.06506354333571818,-0.03202129808232167,0.01030396725550485,True
-122.72,38.42,30.0,2099.0,1156.0,401.0,2.8036,152300.0,-0.5722795300748531,0.6565620732672574,0.4238243633915347,True
-118.35,34.02,34.0,3978.0,2725.0,1035.0,1.7622,167900.0,-0.001176621597314832,-0.011347635311756967,-0.01655218798425993,True
-118.12,33.82,42.0,1493.0,671.0,267.0,3.2794,224500.0,0.20222464806091037,-0.0037900270963771962,0.16339446624054837,True
-118.38,34.19,42.0,1308.0,950.0,302.0,2.7379,181500.0,-0.0714904717114596,-0.07371077290628325,-0.1607477597297865,True
-118.45,34.18,34.0,1843.0,861.0,417.0,3.6875,246400.0,-0.12403668546118259,-0.034452191623957615,-0.1506849942378745,True
-117.88,33.84,26.0,1499.0,755.0,277.0,3.5893,238500.0,0.36103417643066416,-0.08949247025919803,0.17819335452646742,True
-118.39,34.19,25.0,3794.0,2454.0,876.0,2.9982,204200.0,-0.07947739697392006,-0.06877734058862064,-0.16063681683604125,True
-118.22,33.94,38.0,788.0,1155.0,208.0,3.3542,153800.0,0.11224642428139527,-0.028239740452677336,0.05482949842978261,True
-118.07,33.89,29.0,1138.0,964.0,222.0,4.537,185300.0,0.22654862761415176,-0.05814275455367407,0.1090905588163377,True
-121.84,37.27,16.0,2429.0,1293.0,363.0,5.5,253200.0,-0.5815300364285766,-0.2476881038467622,-0.8247007527658762,True
-122.69,38.44,35.0,1356.0,620.0,216.0,3.5521,168300.0,-0.5455331800273242,0.6405127733466971,0.424099991197852,True
-118.54,34.24,24.0,4631.0,2360.0,1083.0,3.0977,264000.0,-0.21460967131569467,-0.013117559068177303,-0.19692049377418594,True
-117.95,33.84,18.0,3418.0,1961.0,773.0,3.65,171400.0,0.3136629192758026,-0.069083394604464,0.166705183550991,True
-121.91,37.29,36.0,945.0,371.0,158.0,5.6266,320500.0,-0.638996673032637,-0.19589417999440795,-0.8015391459719314,True
