,longitude,latitude,housing_median_age,total_rooms,population,households,median_income,x1,x2,x3,median_house_value,is_train
0,-122.25,37.8,29.0,2468.0,1335.0,773.0,1.3929,0.002540139977230652,-0.010314031060727277,-0.002052356551600539,193800.0,True
1,-122.34,37.88,37.0,3061.0,2556.0,924.0,1.7375,-0.01241204886412414,0.07753533253022983,0.07791485140338397,350000.0,True
2,-122.26,37.88,52.0,2604.0,1798.0,769.0,1.725,0.007908857020759701,0.0014287153020412279,0.07751828290478892,287500.0,True
3,-122.41,37.78,52.0,1534.0,1520.0,614.0,1.4554,-0.040557634378929966,0.14322886623842024,-0.020895077793566384,375000.0,True
4,-122.42,37.8,52.0,3321.0,1576.0,1034.0,2.0987,-0.04104705139084063,0.15310168823306,-0.0007731192703629421,458300.0,True
5,-122.26,37.86,35.0,5161.0,3276.0,1742.0,1.6307,0.0059237119664034745,0.0008954994657061969,0.057624189808381125,253600.0,True
6,-122.25,37.83,28.0,5022.0,2558.0,1661.0,2.4234,0.005509467622197755,-0.009482635566947041,0.027789320650335056,218500.0,True
7,-122.42,37.77,52.0,4226.0,2619.0,1242.0,2.5755,-0.04415119959214965,0.15272558032573036,-0.030736363028299383,325000.0,True
8,-122.09,37.4,26.0,3218.0,2087.0,964.0,3.2875,0.0033462171607566947,-0.17256348138861735,-0.4003980354398082,182700.0,True
9,-122.41,37.81,31.0,3991.0,2305.0,1201.0,1.8981,-0.037454491568120106,0.14360260819127588,0.00905284736438092,500001.0,True
10,-122.21,37.49,24.0,2528.0,2437.0,861.0,2.2746,-0.017960479408256052,-0.056962086467934735,-0.3104182914046407,225000.0,True
11,-122.27,37.88,52.0,2803.0,1372.0,876.0,2.1907,0.005364287305392848,0.010941060937738329,0.07752373254861157,271400.0,True
12,-122.11,37.41,27.0,5110.0,2764.0,1482.0,3.4198,-0.000656888274082703,-0.15357024864193486,-0.3903119083624136,351900.0,True
13,-122.42,37.78,27.0,1728.0,1211.0,752.0,0.8543,-0.043119207567548924,0.15286119479587454,-0.020748454425574558,500001.0,True
14,-122.4,37.79,52.0,1185.0,1007.0,623.0,1.4552,-0.03696609635056269,0.1337396523540585,-0.011053983358506695,450000.0,True
15,-122.16,37.45,19.0,2207.0,1304.0,775.0,2.1406,-0.009215485099227908,-0.10558026228969698,-0.3502794712851245,402500.0,True
16,-122.41,37.8,52.0,3260.0,3260.0,1457.0,0.9,-0.03849142435291601,0.1434876244189101,-0.0009296454855682248,500001.0,True
17,-122.42,37.76,52.0,1494.0,1630.0,590.0,1.65,-0.045180465899549535,0.15257971799133174,-0.04072442340245193,265000.0,True
18,-122.43,37.78,17.0,2728.0,1670.0,893.0,1.077,-0.04567978947827192,0.16249364815143688,-0.02059225086571457,115000.0,True
19,-122.25,37.82,26.0,3959.0,1749.0,1217.0,3.0233,0.0045198748034726175,-0.009760451257966348,0.017842095732572276,255000.0,True
20,-122.27,37.82,21.0,896.0,735.0,438.0,0.9218,-0.0006122374329362159,0.009419912340870959,0.017840647667471506,171900.0,True
21,-122.41,37.79,52.0,6016.0,3436.0,2119.0,2.5166,-0.039525805549059816,0.14336304395295935,-0.01091228916555527,275000.0,True
22,-122.42,37.79,52.0,2737.0,1761.0,1029.0,1.8068,-0.042084491135667486,0.15298656362654314,-0.01076070427593648,225000.0,True
23,-122.41,37.8,30.0,1821.0,1648.0,684.0,0.8836,-0.03849142435291601,0.1434876244189101,-0.0009296454855682248,450000.0,True
24,-122.26,37.87,52.0,2773.0,1721.0,949.0,1.1859,0.006916290283942785,0.0011620857435460901,0.06757123635853238,241700.0,True
25,-122.14,37.46,27.0,5580.0,4165.0,1763.0,2.4375,-0.003067915022312267,-0.12458354358131135,-0.34034096606079345,189000.0,True
26,-122.4,37.8,52.0,1642.0,1432.0,513.0,1.9063,-0.03593473765132374,0.1338736831541746,-0.0010759577583414383,300000.0,True
27,-122.26,37.82,22.0,3682.0,2024.0,1250.0,1.2185,0.0019532829919366185,-0.00017041322279810278,0.017836003571179992,170000.0,True
28,-122.42,37.79,52.0,3511.0,2452.0,1131.0,2.5013,-0.042084491135667486,0.15298656362654314,-0.01076070427593648,275000.0,True
29,-122.41,37.78,52.0,1928.0,2124.0,739.0,1.1185,-0.040557634378929966,0.14322886623842024,-0.020895077793566384,55000.0,True
30,-122.43,37.78,10.0,2380.0,1245.0,789.0,1.3062,-0.04567978947827192,0.16249364815143688,-0.02059225086571457,220000.0,True
31,-122.15,37.43,20.0,11709.0,7604.0,3589.0,1.9045,-0.008730571561534005,-0.11536770063094337,-0.3702299400719695,375000.0,True
32,-122.42,37.79,52.0,2511.0,1202.0,804.0,2.6607,-0.042084491135667486,0.15298656362654314,-0.01076070427593648,87500.0,True
33,-122.43,37.8,52.0,1976.0,1045.0,669.0,3.6893,-0.04360161447031369,0.16271586470342786,-0.0006063637072011108,475000.0,True
34,-122.42,37.78,26.0,812.0,628.0,445.0,2.3304,-0.043119207567548924,0.15286119479587454,-0.020748454425574558,500001.0,True
35,-122.43,37.79,24.0,2459.0,1362.0,957.0,2.6782,-0.04464214914127285,0.16261020243489005,-0.010599213944292656,450000.0,True
36,-121.51,38.58,42.0,1822.0,1372.0,560.0,1.2542,-0.44780582369050864,0.17446184209189994,0.4885759123195494,76000.0,True
37,-121.49,38.57,38.0,2410.0,1091.0,829.0,1.2209,-0.4397397348174201,0.16931545952453603,0.4753879957106139,87900.0,True
38,-117.29,34.11,35.0,2014.0,1714.0,612.0,0.7075,0.3644703536351129,0.0619304597919838,0.04883454943121577,78800.0,True
39,-121.28,37.96,28.0,1942.0,1618.0,638.0,0.9365,-0.4141948800424694,-0.09963187840210454,-0.11954388651916847,52500.0,True
40,-120.67,35.3,19.0,1540.0,1799.0,635.0,0.7025,-1.1295307063090914,1.4543917916560087,-0.82686611998189,500001.0,True
41,-124.08,40.86,18.0,1287.0,805.0,502.0,1.1157,0.13295771297823586,-1.4450385700317634,-0.14501490899070274,150000.0,True
42,-117.16,32.72,24.0,1232.0,1184.0,626.0,1.0391,0.4027964033117719,0.34011964110895154,0.4582426741146013,162500.0,True
43,-118.2,33.78,46.0,1889.0,1545.0,587.0,1.7064,0.2866587795724828,-0.6007462357239087,0.16577732401251474,175000.0,True
44,-118.18,33.77,39.0,1645.0,1339.0,499.0,1.5536,0.29987638650423604,-0.6016088964596121,0.17852692115450575,155000.0,True
45,-117.14,32.75,19.0,1358.0,766.0,630.0,1.0353,0.4173844833434793,0.3118454425645217,0.4671162441671176,150000.0,True
46,-119.29,34.28,38.0,2387.0,1537.0,741.0,2.3147,-0.372355596751714,0.031646657989320405,-0.3577739341883327,192500.0,True
47,-118.19,33.77,31.0,1711.0,1092.0,568.0,1.0714,0.2954416254430634,-0.597250135644374,0.1750233667998452,150000.0,True
48,-122.22,37.48,34.0,1541.0,1564.0,558.0,2.56,-0.6738248693869496,-0.2612511862097211,-0.7080352684305427,250000.0,True
49,-122.46,37.67,16.0,3372.0,2049.0,1021.0,4.1303,-0.5927642263205798,0.03307512092728849,-0.5728433153318481,146500.0,True
50,-117.14,32.72,34.0,2533.0,2011.0,778.0,2.1199,0.4002717451653056,0.3366781887128186,0.4551213316457356,160400.0,True
51,-119.2,34.15,27.0,2076.0,1904.0,647.0,1.4773,-0.2665946348400854,-0.040607495593601495,-0.26819076751623033,160800.0,True
52,-119.86,34.42,23.0,1450.0,1258.0,607.0,1.179,-0.4928220015547996,0.6191736077913442,-0.363694809291716,225000.0,True
53,-117.1,32.75,16.0,2426.0,1505.0,754.0,1.6444,0.412998482347348,0.30554691175509224,0.4616328000312714,103400.0,True
54,-118.18,33.77,36.0,1833.0,1128.0,620.0,1.1483,0.29987638650423604,-0.6016088964596121,0.17852692115450575,112500.0,True
55,-122.48,37.7,33.0,4167.0,2923.0,1314.0,3.049,-0.5747663433904904,0.057998159398295925,-0.550517668464806,307000.0,True
56,-118.19,33.78,35.0,1511.0,914.0,539.0,0.9318,0.29110953871175965,-0.6052124240634134,0.16927607075291284,187500.0,True
57,-117.08,32.68,19.0,3635.0,3127.0,1098.0,1.324,0.36896455305363457,0.35685630218860337,0.42837277975800775,122600.0,True
58,-118.2,33.77,22.0,1118.0,1190.0,399.0,1.9797,0.2910320879214125,-0.5928446064475392,0.17155335365483212,143800.0,True
59,-118.2,33.77,40.0,2034.0,1257.0,797.0,1.2864,0.2910320879214125,-0.5928446064475392,0.17155335365483212,131300.0,True
60,-118.2,33.77,24.0,2404.0,1566.0,753.0,1.5076,0.2910320879214125,-0.5928446064475392,0.17155335365483212,145800.0,True
61,-118.17,33.77,38.0,2239.0,984.0,684.0,2.346,0.3043361991461199,-0.605920389445879,0.1820639437324464,165600.0,True
62,-118.41,33.85,16.0,6123.0,2853.0,1789.0,4.425,0.1627243242672701,-0.5423066371740518,0.05581030467046972,336400.0,True
63,-117.1,32.75,17.0,871.0,955.0,351.0,1.4375,0.412998482347348,0.30554691175509224,0.4616328000312714,96400.0,True
64,-119.18,34.19,19.0,2393.0,1938.0,762.0,1.6953,-0.29080839719234103,-0.06466046519475104,-0.29642385361665996,167400.0,True
65,-118.19,33.85,30.0,3533.0,2678.0,1033.0,2.2417,0.2599905996526311,-0.6601315877407636,0.1284243343343265,151900.0,True
66,-122.35,37.58,30.0,5039.0,2129.0,1536.0,3.3469,-0.6352067422402746,-0.10015688709658828,-0.6396571493252515,345000.0,True
67,-118.19,33.78,21.0,2741.0,2924.0,969.0,1.3274,0.29110953871175965,-0.6052124240634134,0.16927607075291284,218800.0,True
68,-118.27,34.06,30.0,1771.0,2188.0,764.0,1.5885,0.048490414047441546,-0.06524940704480911,-0.04910873053748576,154200.0,True
69,-118.3,34.1,36.0,2284.0,1964.0,839.0,1.9297,0.015639553542854418,-0.07062486879523522,-0.08387278070015186,203300.0,True
70,-118.32,34.1,28.0,1759.0,1463.0,620.0,1.7306,0.00017064542207173694,-0.06148076308451734,-0.0842216937717678,450000.0,True
71,-118.3,34.06,23.0,2512.0,3720.0,1118.0,1.7896,0.025698920923651832,-0.051992695862135625,-0.04991917811719475,322200.0,True
72,-118.46,34.02,29.0,2329.0,1953.0,800.0,2.6639,-0.08122664247711979,0.038796556338047385,-0.014482163663952543,233300.0,True
73,-118.35,34.1,18.0,7432.0,3596.0,2270.0,2.8036,-0.022944507485018133,-0.0476094741461357,-0.08445865306494045,225000.0,True
74,-118.48,34.01,30.0,3078.0,1561.0,901.0,3.4852,-0.09230336457803244,0.052347009213968336,-0.005122907601539783,425000.0,True
75,-118.13,33.88,32.0,3088.0,1981.0,956.0,2.2027,0.18636368806840906,-0.03175772378078258,0.1117938482976198,192700.0,True
76,-118.32,34.09,34.0,2473.0,2655.0,1083.0,1.6331,0.0027707916746512657,-0.05687455360439706,-0.07573330097437203,162500.0,True
77,-118.36,34.09,34.0,2832.0,1594.0,843.0,1.7558,-0.027862757822127437,-0.038437320442692775,-0.07597297147358087,312500.0,True
78,-118.45,34.05,23.0,4099.0,2103.0,1217.0,3.7549,-0.08348394062118772,0.021335581725749897,-0.04032404409102077,275000.0,True
